site_key,source_element,source_href,requested_url,normalized_url,status,final_url,response_time_ms,error_class,build,artifact_hdr,shown_count,error
lords-01,seed,/country/%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F/,https://lordfilm47.space/country/%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F/,https://lordfilm47.space/country/%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F/,404,https://lordfilm47.space/country/%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F/,11,internal_link_404,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,HTTP 404
lords-01,seed,/country/velikobritaniya/,https://lordfilm47.space/country/velikobritaniya/,https://lordfilm47.space/country/velikobritaniya/,404,https://lordfilm47.space/country/velikobritaniya/,11,internal_link_404,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,HTTP 404
lords-01,seed,/catalog/?country=%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F,https://lordfilm47.space/catalog/?country=%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F,https://lordfilm47.space/catalog/?country=%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F,200,https://lordfilm47.space/catalog/?country=%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F,52,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,seed,/catalog/?country=velikobritaniya,https://lordfilm47.space/catalog/?country=velikobritaniya,https://lordfilm47.space/catalog/?country=velikobritaniya,200,https://lordfilm47.space/catalog/?country=velikobritaniya,17,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,expected_404,/this-route-does-not-exist-audit-404/,https://lordfilm47.space/this-route-does-not-exist-audit-404/,https://lordfilm47.space/this-route-does-not-exist-audit-404/,404,https://lordfilm47.space/this-route-does-not-exist-audit-404/,13,expected_404,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,HTTP 404
lords-01,legacy,/films/,https://lordfilm47.space/films/,https://lordfilm47.space/films/,404,https://lordfilm47.space/films/,20,internal_link_404,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,HTTP 404
lords-01,legacy,/cartoons/,https://lordfilm47.space/cartoons/,https://lordfilm47.space/cartoons/,404,https://lordfilm47.space/cartoons/,13,internal_link_404,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,HTTP 404
lords-01,legacy,/schedule/,https://lordfilm47.space/schedule/,https://lordfilm47.space/schedule/,308,https://lordfilm47.space/schedule/,17,redirect,,,,HTTP 308
lords-01,legacy,/genres/,https://lordfilm47.space/genres/,https://lordfilm47.space/genres/,308,https://lordfilm47.space/genres/,18,redirect,,,,HTTP 308
lords-02,nav,/,https://lordserial33.biz/,https://lordserial33.biz/,200,https://lordserial33.biz/,713,ok,20260919T135218Z-5fc22310-nova,b08519b2f023329ccf1cde6c0d0b3f758b764ffe0ca47eba3a9587a5f29d5493,,
